Date : 2025-03-24 21:28:39
Directory : d:\information\IOT\learn\C\opensource\redis
Total : 1436 files,  250452 codes, 56360 comments, 40593 blanks, all 347405 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params1279.h                     | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params132049.h                   | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params19937.h                    | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params216091.h                   | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params2281.h                     | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params4253.h                     | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params44497.h                    | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params607.h                      | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-params86243.h                    | C++          |         41 |         36 |          5 |         82 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT-sse2.h                           | C++          |         79 |         70 |          9 |        158 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\SFMT.h                                | C++          |         49 |         83 |         15 |        147 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\arena_util.h                          | C++          |        133 |          4 |         19 |        156 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\bench.h                               | C++          |         49 |          2 |         10 |         61 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\bgthd.h                               | C++          |         11 |          4 |          3 |         18 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\btalloc.h                             | C++          |         27 |          1 |          3 |         31 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\extent_hooks.h                        | C++          |        257 |          7 |         26 |        290 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\math.h                                | C++          |        224 |         58 |         25 |        307 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\mq.h                                  | C++          |         79 |         26 |          3 |        108 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\mtx.h                                 | C++          |         13 |          6 |          3 |         22 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\nbits.h                               | C++          |        107 |          1 |          4 |        112 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\san.h                                 | C++          |         12 |          0 |          3 |         15 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\sleep.h                               | C++          |          1 |          0 |          1 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\test.h                                | C++          |        516 |          5 |         63 |        584 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\thd.h                                 | C++          |          7 |          1 |          2 |         10 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\include\test\timer.h                               | C++          |          8 |          1 |          3 |         12 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\MALLOCX_ARENA.c                        | C            |         55 |          0 |         12 |         67 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\aligned_alloc.c                        | C            |        126 |         13 |         19 |        158 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\allocated.c                            | C            |        108 |          1 |         16 |        125 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\basic.cpp                          | C++          |         19 |          2 |          4 |         25 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_false.cpp           | C++          |         18 |          1 |          5 |         24 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_false.sh            | Shell Script |          5 |          1 |          3 |          9 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_true.cpp            | C++          |         48 |         10 |         10 |         68 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\cpp\infallible_new_true.sh             | Shell Script |          5 |          1 |          3 |          9 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\extent.c                               | C            |        243 |          9 |         36 |        288 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\extent.sh                              | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\malloc.c                               | C            |         14 |          0 |          3 |         17 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\mallocx.c                              | C            |        222 |         18 |         35 |        275 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\mallocx.sh                             | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\overflow.c                             | C            |         41 |          8 |         11 |         60 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\posix_memalign.c                       | C            |        109 |          5 |         15 |        129 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\rallocx.c                              | C            |        245 |         25 |         39 |        309 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\sdallocx.c                             | C            |         49 |          0 |          7 |         56 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\slab_sizes.c                           | C            |         57 |         12 |         12 |         81 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\slab_sizes.sh                          | Shell Script |          1 |          2 |          2 |          5 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\smallocx.c                             | C            |        255 |         18 |         40 |        313 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\smallocx.sh                            | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\thread_arena.c                         | C            |         69 |          0 |         18 |         87 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\thread_tcache_enabled.c                | C            |         71 |          1 |         16 |         88 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\xallocx.c                              | C            |        285 |         27 |         73 |        385 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\integration\xallocx.sh                             | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\SFMT.c                                         | C            |        441 |        218 |         61 |        720 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc.c                                      | C            |          5 |          0 |          2 |          7 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc_0.c                                    | C            |          2 |          0 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\btalloc_1.c                                    | C            |          2 |          0 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\math.c                                         | C            |          2 |          0 |          1 |          3 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\mtx.c                                          | C            |         55 |          0 |          7 |         62 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\sleep.c                                        | C            |         20 |          4 |          4 |         28 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\test.c                                         | C            |        180 |         19 |         36 |        235 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\thd.c                                          | C            |         30 |          0 |          5 |         35 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\src\timer.c                                        | C            |         44 |          3 |          9 |         56 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\batch_alloc.c                               | C            |        172 |          0 |         27 |        199 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\fill_flush.c                                | C            |         63 |          4 |         10 |         77 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\hookbench.c                                 | C            |         61 |          1 |         12 |         74 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\large_microbench.c                          | C            |         24 |          4 |          6 |         34 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\mallctl.c                                   | C            |         59 |          4 |         12 |         75 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\stress\microbench.c                                | C            |        109 |          1 |         17 |        127 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\SFMT.c                                        | C            |      1,549 |         35 |         16 |      1,600 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\a0.c                                          | C            |         13 |          0 |          4 |         17 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_decay.c                                 | C            |        334 |         45 |         58 |        437 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_decay.sh                                | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset.c                                 | C            |        285 |         14 |         63 |        362 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset_prof.c                            | C            |          3 |          0 |          2 |          5 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\arena_reset_prof.sh                           | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\atomic.c                                      | C            |        197 |         15 |         18 |        230 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\background_thread.c                           | C            |        100 |          1 |         18 |        119 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\background_thread_enable.c                    | C            |         75 |          8 |         14 |         97 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\base.c                                        | C            |        221 |         13 |         32 |        266 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc.c                                 | C            |        163 |          9 |         18 |        190 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc.sh                                | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc_prof.c                            | C            |          1 |          0 |          1 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\batch_alloc_prof.sh                           | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\binshard.c                                    | C            |        123 |          7 |         25 |        155 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\binshard.sh                                   | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\bit_util.c                                    | C            |        266 |          5 |         37 |        308 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\bitmap.c                                      | C            |        291 |         19 |         34 |        344 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\buf_writer.c                                  | C            |        174 |          4 |         19 |        197 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\cache_bin.c                                   | C            |        311 |         33 |         41 |        385 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\ckh.c                                         | C            |        176 |          3 |         33 |        212 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\counter.c                                     | C            |         66 |          0 |         15 |         81 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\decay.c                                       | C            |        215 |         13 |         56 |        284 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\div.c                                         | C            |         26 |          0 |          4 |         30 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\double_free.c                                 | C            |         54 |         14 |         10 |         78 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\double_free.h                                 | C++          |          0 |          0 |          2 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\edata_cache.c                                 | C            |        167 |         17 |         43 |        227 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\emitter.c                                     | C            |        477 |         15 |         42 |        534 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\extent_quantize.c                             | C            |        114 |          8 |         20 |        142 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\fb.c                                          | C            |        770 |         68 |        117 |        955 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\fork.c                                        | C            |        109 |         18 |         15 |        142 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\fxp.c                                         | C            |        329 |         18 |         48 |        395 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hash.c                                        | C            |        123 |         33 |         18 |        174 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hook.c                                        | C            |        477 |         38 |         72 |        587 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hpa.c                                         | C            |        338 |         51 |         71 |        460 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hpa_background_thread.c                       | C            |        133 |         31 |         25 |        189 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hpa_background_thread.sh                      | Shell Script |          1 |          1 |          3 |          5 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\hpdata.c                                      | C            |        161 |         36 |         48 |        245 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\huge.c                                        | C            |         89 |          4 |         16 |        109 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\inspect.c                                     | C            |        231 |         21 |         27 |        279 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\inspect.sh                                    | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk.c                                        | C            |        153 |         27 |         16 |        196 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk.sh                                       | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk_alloc.c                                  | C            |          1 |          0 |          1 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk_alloc.sh                                 | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk_free.c                                   | C            |          1 |          0 |          1 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\junk_free.sh                                  | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\log.c                                         | C            |        154 |         11 |         34 |        199 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\mallctl.c                                     | C            |      1,027 |         62 |        186 |      1,275 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\malloc_conf_2.c                               | C            |         23 |          1 |          6 |         30 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\malloc_conf_2.sh                              | Shell Script |          1 |          0 |          1 |          2 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\malloc_io.c                                   | C            |        226 |          8 |         35 |        269 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\math.c                                        | C            |        344 |         11 |         36 |        391 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\mpsc_queue.c                                  | C            |        247 |         25 |         33 |        305 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\mq.c                                          | C            |         71 |          0 |         19 |         90 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\mtx.c                                         | C            |         48 |          0 |         10 |         58 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\nstime.c                                      | C            |        208 |          1 |         44 |        253 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\oversize_threshold.c                          | C            |         92 |         18 |         24 |        134 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\pa.c                                          | C            |        101 |          8 |         18 |        127 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\pack.c                                        | C            |        124 |         19 |         24 |        167 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\pack.sh                                       | Shell Script |          1 |          2 |          2 |          5 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\pages.c                                       | C            |         24 |          0 |          6 |         30 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\peak.c                                        | C            |         40 |          4 |          4 |         48 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\ph.c                                          | C            |        276 |         10 |         45 |        331 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prng.c                                        | C            |        155 |          0 |         35 |        190 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_accum.c                                  | C            |         68 |          0 |         17 |         85 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_accum.sh                                 | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_active.c                                 | C            |         95 |          5 |         20 |        120 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_active.sh                                | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_gdump.c                                  | C            |         61 |          0 |         17 |         78 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_gdump.sh                                 | Shell Script |          3 |          1 |          3 |          7 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_hook.c                                   | C            |        123 |          2 |         45 |        170 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_hook.sh                                  | Shell Script |          3 |          1 |          3 |          7 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_idump.c                                  | C            |         40 |          0 |         18 |         58 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_idump.sh                                 | Shell Script |          4 |          1 |          4 |          9 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_log.c                                    | C            |        122 |          7 |         23 |        152 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_log.sh                                   | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_mdump.c                                  | C            |        132 |         43 |         42 |        217 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_mdump.sh                                 | Shell Script |          3 |          1 |          3 |          7 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_recent.c                                 | C            |        534 |         51 |         94 |        679 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_recent.sh                                | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_reset.c                                  | C            |        202 |         13 |         52 |        267 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_reset.sh                                 | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_stats.c                                  | C            |        137 |          0 |         15 |        152 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_stats.sh                                 | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_sys_thread_name.c                        | C            |         64 |          0 |         14 |         78 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_sys_thread_name.sh                       | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_tctx.c                                   | C            |         40 |          0 |          9 |         49 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_tctx.sh                                  | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_thread_name.c                            | C            |         98 |          3 |         22 |        123 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\prof_thread_name.sh                           | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\psset.c                                       | C            |        553 |         97 |         99 |        749 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\ql.c                                          | C            |        259 |          7 |         52 |        318 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\qr.c                                          | C            |        211 |          2 |         31 |        244 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\rb.c                                          | C            |        789 |         98 |        133 |      1,020 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\retained.c                                    | C            |        140 |         20 |         29 |        189 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\rtree.c                                       | C            |        244 |          3 |         43 |        290 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\safety_check.c                                | C            |        126 |         11 |         27 |        164 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\safety_check.sh                               | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\san.c                                         | C            |        158 |         19 |         31 |        208 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\san.sh                                        | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\san_bump.c                                    | C            |         86 |          2 |         24 |        112 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\sc.c                                          | C            |         30 |          0 |          4 |         34 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\sec.c                                         | C            |        483 |         83 |         69 |        635 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\seq.c                                         | C            |         81 |          0 |         15 |         96 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\size_check.c                                  | C            |         61 |          0 |         19 |         80 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\size_check.sh                                 | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\size_classes.c                                | C            |        160 |          0 |         29 |        189 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\slab.c                                        | C            |         35 |          0 |          5 |         40 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\smoothstep.c                                  | C            |         72 |         19 |         12 |        103 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\spin.c                                        | C            |         14 |          0 |          5 |         19 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\stats.c                                       | C            |        367 |          1 |         64 |        432 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\stats_print.c                                 | C            |        957 |          4 |         39 |      1,000 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\sz.c                                          | C            |         47 |         15 |          5 |         67 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\tcache_max.c                                  | C            |        139 |          6 |         31 |        176 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\tcache_max.sh                                 | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\test_hooks.c                                  | C            |         31 |          0 |          8 |         39 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\thread_event.c                                | C            |         27 |          2 |          6 |         35 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\thread_event.sh                               | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\ticker.c                                      | C            |         81 |          6 |         14 |        101 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\tsd.c                                         | C            |        185 |         50 |         40 |        275 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\uaf.c                                         | C            |        213 |         14 |         36 |        263 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\witness.c                                     | C            |        210 |          0 |         71 |        281 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero.c                                        | C            |         50 |          0 |         10 |         60 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero.sh                                       | Shell Script |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_abort.c                          | C            |         20 |          0 |          7 |         27 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_abort.sh                         | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_alloc.c                          | C            |         45 |          0 |          4 |         49 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_alloc.sh                         | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_free.c                           | C            |         30 |          0 |          4 |         34 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_realloc_free.sh                          | Shell Script |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_reallocs.c                               | C            |         31 |          4 |          6 |         41 |
| d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\test\unit\zero_reallocs.sh                              | Shell Script |          1 |          1 |          2 |          4 |
